calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia
Rua Arthur Hipólito Bisse;Arthur Hipólito Bisse;Arthur;Hipólito;-2;Male;-;-;
Rua Cidade de Tubarão;Cidade de Tubarão;Cidade;de;0;Unknown;-;-;
Rua Dionísio Cerqueira;Dionísio Cerqueira;Dionísio;Cerqueira;-2;Male;-;-;
Rua Porto Amazonas;Porto Amazonas;Porto;Amazonas;-2;Unknown;-;-;
Rua Cidade de Vargeão;Cidade de Vargeão;Cidade;de;0;Unknown;-;-;
Rua Porto União;Porto União;Porto;União;0;Unknown;-;-;
Rua Cidade de Caçador;Cidade de Caçador;Cidade;de;0;Unknown;-;-;
Rua Dionízio Markovicz;Dionízio Markovicz;Dionízio;Markovicz;-2;Male;-;-;
Rua Lacerdópolis;Lacerdópolis;Lacerdópolis;;0;Unknown;-;-;
Rua Cidade de Videira;Cidade de Videira;Cidade;de;0;Unknown;-;-;
Rua Cidade de Capinzal;Cidade de Capinzal;Cidade;de;0;Unknown;-;-;
Rua Cidade de Descanso;Cidade de Descanso;Cidade;de;0;Unknown;-;-;
Rua Blumenau;Blumenau;Blumenau;;0;Unknown;-;-;
Rua Água Doce;Água Doce;Água;Doce;0;Unknown;-;-;
Rua João Marcassa;João Marcassa;João;Marcassa;-2;Male;-;-;
Condomínio West Side II;Condomínio West Side II;Condomínio;West;-2;Unknown;-;-;
Rua Daniel da Silva Freire;Daniel da Silva Freire;Daniel;da;-2;Male;-;-;
Rua Waldir Pontes;Waldir Pontes;Waldir;Pontes;-2;Male;-;-;
Condomínio West Side I;Condomínio West Side I;Condomínio;West;-2;Unknown;-;-;
Rua Major Francisco Hardy;Major Francisco Hardy;Major;Francisco;-2;Male;-;-;
Rua Luíz Augusto Marckmann Grocoske;Luíz Augusto Marckmann Grocoske;Luíz;Augusto;-2;Male;-;-;
Rua Casemiro Bagge;Casemiro Bagge;Casemiro;Bagge;-2;Male;-;-;
Rua Soldado Giovani Dal Negro;Soldado Giovani Dal Negro;Soldado;Giovani;-2;Male;-;-;
Rua Padre Angel Fernandes Caballero;Padre Angel Fernandes Caballero;Padre;Angel;-2;Male;-;-;
Rua Olindo Baggio;Olindo Baggio;Olindo;Baggio;-2;Male;-;-;
Rua Laertes Lambertucci;Laertes Lambertucci;Laertes;Lambertucci;-2;Male;-;-;
Rua Inácio Wizbycki;Inácio Wizbycki;Inácio;Wizbycki;-2;Male;-;-;
Rua Pedro Kogut;Pedro Kogut;Pedro;Kogut;-2;Male;-;-;
Rua Sargento Alvino Batista Fragoso;Sargento Alvino Batista Fragoso;Sargento;Alvino;-2;Male;-;-;
Rua Engenheiro Carlo Barontini;Engenheiro Carlo Barontini;Engenheiro;Carlo;-2;Male;-;-;
Rua José de Brito;José de Brito;José;de;-2;Male;-;-;
Rua Madre Carmela de Jesus;Madre Carmela de Jesus;Madre;Carmela;2;Female;-;-;
Rua Luíz Bage;Luíz Bage;Luíz;Bage;-2;Male;-;-;
Rua Amália Ludwig Dubard;Amália Ludwig Dubard;Amália;Ludwig;2;Female;-;-;
Rua Engenheiro Onaldo Pinto de Oliveira;Engenheiro Onaldo Pinto de Oliveira;Engenheiro;Onaldo;-2;Male;-;-;
Rua Helena Nunes da Silva;Helena Nunes da Silva;Helena;Nunes;2;Female;-;-;
Rua Augusto Beck;Augusto Beck;Augusto;Beck;-2;Male;-;-;
Rua Pedro Driessen Filho;Pedro Driessen Filho;Pedro;Driessen;-2;Male;-;-;
Rua Doutor Ernesto Essenfelder Traub;Doutor Ernesto Essenfelder Traub;Doutor;Ernesto;-2;Male;-;-;
Rua Lauro Grein;Lauro Grein;Lauro;Grein;-2;Male;-;-;
Rua São Geraldo Majella;São Geraldo Majella;São;Geraldo;-2;Male;-;-;
Rua Albino Pavelski;Albino Pavelski;Albino;Pavelski;-2;Male;-;-;
Avenida Contorno Sul de Curitiba;Contorno Sul de Curitiba;Contorno;Sul;0;Unknown;-;-;
Estrada da Colônia Augusta;Estrada da Colônia Augusta;Estrada;da;-2;Unknown;-;-;
Rua Elias Kalil Karam;Elias Kalil Karam;Elias;Kalil;-2;Male;-;-;
Rua Inocêncio Bindo;Inicêncio Bindo;Inicêncio;Bindo;0;Male;-;-;
Rua Helena Brusch Sartori;Helena Brusch Sartori;Helena;Brusch;2;Female;-;-;
Rua Maestro Herrmann;Maestro Herrmann;Maestro;Herrmann;0;Male;-;-;
Rua José Abentin;José Abentin;José;Abentin;-2;Male;-;-;
Rua Joaquim Gonçalves Ledo;Joaquim Gonçalves Ledo;Joaquim;Gonçalves;-2;Male;-;-;
Rua Papa João Paulo I;Papa João Paulo I;Papa;João;-2;Male;-;-;
Rua Francisco Costa;Francisco Costa;Francisco;Costa;-2;Male;-;-;
Rua Itália Giampoli Amatuzzi;Itália Giampoli Amatuzzi;Itália;Giampoli;2;Female;-;-;
Rua Bertholdo Adam;Bertholdo Adam;Bertholdo;Adam;-2;Male;-;-;
Rua João Bonatto;João Bonatto;João;Bonatto;-2;Male;-;-;
Rua Wanda Rocha de Souza;Wanda Rocha de Souza;Wanda;Rocha;2;Female;-;-;
Rua Dinarte de Jesus;Dinarte de Jesus;Dinarte;de;-2;Male;-;-;
Rua Affonso Coelho dos Santos;Affonso Coelho dos Santos;Affonso;Coelho;-2;Male;-;-;
Rua Osvaldo Pfutzenreuter Vadico;Osvaldo Pfutzenreuter Vadico;Osvaldo;Pfutzenreuter;-2;Male;-;-;
Rua Reinaldo M van der Osten;Reinaldo M van der Osten;Reinaldo;M;-2;Male;-;-;
Rua Arnaldo Fecci;Arnaldo Fecci;Arnaldo;Fecci;-2;Male;-;-;
Rua Desembargador Eros Nascimento Gradowski;Desembargador Eros Nascimento Gradowski;Desembargador;Eros;-2;Male;-;-;
Rua Agostinho Grubba;Agostinho Grubba;Agostinho;Grubba;-2;Male;-;-;
Rua Margarida do Conto Gava;Margarida do Conto Gava;Margarida;do;2;Female;-;-;
Rua Bernardo Berman;Bernardo Berman;Bernardo;Berman;-2;Male;-;-;
Rua Lúcia Fila Panpuch;Lúcia Fila Panpuch;Lúcia;Fila;2;Female;-;-;
Rua Francisco Piatti;Francisco Piatti;Francisco;Piatti;-2;Male;-;-;
Rua Segesmundo Kozowski;Segesmundo Kozowski;Segesmundo;Kozowski;0;Male;-;-;
Rua Arthur Francisco Fronza;Arthur Francisco Fronza;Arthur;Francisco;-2;Male;-;-;
Rua Lúcia Filla Pampuch;Lúcia Filla Pampuch;Lúcia;Filla;2;Female;-;-;
Rua Ernesto Khol;Ernesto Khol;Ernesto;Khol;-2;Male;-;-;
Rua Judith de Freitas Granato;Judith de Freitas Granato;Judith;de;2;Female;-;-;
Rua João M Baroni;João M Baroni;João;M;-2;Male;-;-;
Rua Frederico Hain;Frederico Hain;Frederico;Hain;-2;Male;-;-;
Rua Córrego Norte Barigui;Córrego Norte Barigui;Córrego;Norte;0;Unknown;-;-;
Rua Manoel Guidolin;Manoel Guidolin;Manoel;Guidolin;-2;Male;-;-;
Rua Maria S Forza;Maria S Forza;Maria;S;2;Female;-;-;
Rua Maria Joana Farias;Maria Joana Farias;Maria;Joana;2;Female;-;-;
Rua Paulo Gusso;Paulo Gusso;Paulo;Gusso;-2;Male;-;-;
Rua Afonso Gonçalo Arantes;Afonso Gonçalo Arantes;Afonso;Gonçalo;-2;Male;-;-;
Rua José Gava;José Gava;José;Gava;-2;Male;-;-;
Rua Vansolino Granato;Vansolino Granato;Vansolino;Granato;0;Male;-;-;
Rua João Scandelari Filho;João Scandelari Filho;João;Scandelari;-2;Male;-;-;
Rua Walter Soares Fernandes;Walter Soares Fernandes;Walter;Soares;-2;Male;-;-;
Rua Leonor R P da Rocha;Leonor R P da Rocha;Leonor;R;2;Female;-;-;
Rua Affonso Baroni;Affonso Baroni;Affonso;Baroni;-2;Male;-;-;
Rua Coronel Leonardo Pedro Wichert;Coronel Leonardo Pedro Wichert;Coronel;Leonardo;-2;Male;-;-;
Rua Lilian Julia de Oliveira;Lilian Julia de Oliveira;Lilian;Julia;2;Female;-;-;
Rua Edilson Alexandre Saldanha Raffo;Edilson Alexandre Saldanha Raffo;Edilson;Alexandre;-2;Male;-;-;
Rua José Izidoro Filho;José Izidoro Filho;José;Izidoro;-2;Male;-;-;
Rua Maria Gusso Sforza;Maria Gusso Sforza;Maria;Gusso;2;Female;-;-;
Rua Francisco Alves da Rocha;Francisco Alves da Rocha;Francisco;Alves;-2;Male;-;-;
Rua Áurea Brittes de Oliveira;Áurea Brittes de Oliveira;Áurea;Brittes;2;Female;-;-;
Moradas do Parque;Moradas do;Moradas;do;0;Unknown;-;-;
Rua Sofia Matitz;Sofia Matitz;Sofia;Matitz;2;Female;-;-;
Rua Otto Cabel;Otto Cabel;Otto;Cabel;-2;Male;-;-;
Rua Engenheiro Luíz Carlos de Oliveira Borges;Engenheiro Luíz Carlos de Oliveira Borges;Engenheiro;Luíz;-2;Male;-;-;
Rua Edson D'Ávila Ator e Diretor;Edson D'Ávila Ator e Diretor;Edson;D'Ávila;-2;Male;-;-;
Rua Bocaiúva;Bocaiúva;Bocaiúva;;0;Unknown;-;-;
Rua Natálio Scussiato;Natálio Scussiato;Natálio;Scussiato;-2;Male;-;-;
Rua Eduardo Luíz Piana;Eduardo Luíz Piana;Eduardo;Luíz;-2;Male;-;-;
Rua Fioravante Baggio;Fioravante Baggio;Fioravante;Baggio;-2;Male;-;-;
Rua Maestro Dorival Rossi;Maestro Dorival Rossi;Maestro;Dorival;-2;Male;-;-;
Rua Ricardo Senegaglia;Ricardo Senegaglia;Ricardo;Senegaglia;-2;Male;-;-;
Rua Maria Fortunata Tosin;Maria Fortunata Tosin;Maria;Fortunata;2;Female;-;-;
Rua José Correia Tramujas;José Correia Tramujas;José;Correia;-2;Male;-;-;
Rua Ney Rebello Tourinho;Ney Rebello Tourinho;Ney;Rebello;-2;Male;-;-;
Condomínio Residencial Pinheiros;Condomínio  Pinheiros;Condomínio;;0;Unknown;-;-;
Rua Antônio Tosin;Antônio Tosin;Antônio;Tosin;-2;Male;-;-;
Rua Dulcídio Teixeira de Lara;Dulcídio Teixeira de Lara;Dulcídio;Teixeira;-2;Male;-;-;
Rua Ubaldino Leal Fontoura;Ubaldino Leal Fontoura;Ubaldino;Leal;-2;Male;-;-;
Rua Althair David de Freitas;Althair David de Freitas;Althair;David;-2;Male;-;-;
Rua Ciro de Castro;Ciro de Castro;Ciro;de;-2;Male;-;-;
Rua Major Ariovaldo Bianco;Major Ariovaldo Bianco;Major;Ariovaldo;-2;Male;-;-;
Rua Irmãs Nakadaira;Irmãs Nakadaira;Irmãs;Nakadaira;0;Unknown;-;-;
Rua João Batista Chiarello;João Batista Chiarello;João;Batista;-2;Male;-;-;
Rua Elza Nogaroli de Souza;Elza Nogaroli de Souza;Elza;Nogaroli;2;Female;-;-;
Rua Verônica Tribek Moro;Verônica Tribek Moro;Verônica;Tribek;2;Female;-;-;
Rua Acyr Guimarães;Acyr Guimarães;Acyr;Guimarães;-2;Male;-;-;
Rua Carlos Leopoldo Glaser;Carlos Leopoldo Glaser;Carlos;Leopoldo;-2;Male;-;-;
Rua Nardy Müller da Costa;Nardy Müller da Costa;Nardy;Müller;2;Female;-;-;
Rua Lourenço Bizinelli;Lourenço Bizinelli;Lourenço;Bizinelli;-2;Male;-;-;
Rua Geraldo Lipka;Geraldo Lipka;Geraldo;Lipka;-2;Male;-;-;
Rua João Inocencio de Paula;João Inocencio de Paula;João;Inocencio;-2;Male;-;-;
Rua Ladislau Schultz;Ladislau Schultz;Ladislau;Schultz;-2;Male;-;-;
Rua José Vilmar Nichelle;José Vilmar Nichelle;José;Vilmar;-2;Male;-;-;
Travessa Pedro Grein;Pedro Grein;Pedro;Grein;-2;Male;-;-;
Rua Heinz Pechner;Heinz Pechner;Heinz;Pechner;-2;Male;-;-;
Rua Hercules Forbeci;Hercules Forbeci;Hercules;Forbeci;-2;Male;-;-;
Rua Darcy Meirelles da Luz;Darcy Meirelles da Luz;Darcy;Meirelles;-2;Male;-;-;
Rua João Marques dos Santos;João Marques dos Santos;João;Marques;-2;Male;-;-;
Rua Paulo Henrique Lopes Furtado;Paulo Henrique Lopes Furtado;Paulo;Henrique;-2;Male;-;-;
Rua Otávio Wojdela;Otávio Wojdela;Otávio;Wojdela;-2;Male;-;-;
Rua Adaguimar de Pinho Klat;Adaguimar de Pinho Klat;Adaguimar;de;2;Female;-;-;
Rua Antônio de Brito Lopes;Antônio de Brito Lopes;Antônio;de;-2;Male;-;-;
Travessa Pedro Lapola;Pedro Lapola;Pedro;Lapola;-2;Male;-;-;
Rua Maria das Dores Vernes;Maria das Dores Vernes;Maria;das;2;Female;-;-;
Rua Antônio Turíbio Teixeira Braga;Antônio Turíbio Teixeira Braga;Antônio;Turíbio;-2;Male;-;-;
Rua Professor Francisco Zardo;Professor Francisco Zardo;Professor;Francisco;-2;Male;-;-;
Rua João Batista Dallarmi;João Batista Dallarmi;João;Batista;-2;Male;-;-;
Rua Manoel das Chagas Lima;Manoel das Chagas Lima;Manoel;das;-2;Male;-;-;
Rua João Lucca;João Lucca;João;Lucca;-2;Male;-;-;
Rua Bréscia;Bréscia;Bréscia;;0;Unknown;-;-;
Rua Frei Tarcísio Mastena;Frei Tarcísio Mastena;Frei;Tarcísio;-2;Male;-;-;
Rua Santo Túlio;Santo Túlio;Santo;Túlio;-2;Male;-;-;
Rua Primo Júlio Zanquettim;Primo Júlio Zanquettim;Primo;Júlio;-2;Male;-;-;
Estrada da Mina do Ouro;Estrada da Mina do Ouro;Estrada;da;-2;Unknown;-;-;
Rua Fauser Abdo Calil;Fauser Abdo Calil;Fauser;Abdo;-2;Male;-;-;
Rua Professora Nilza Antônia Carvalho Ganz;Professora Nilza Antônia Carvalho Ganz;Professora;Nilza;2;Female;-;-;
Rua Alfredo Eduardo Puglieli;Alfredo Eduardo Puglieli;Alfredo;Eduardo;-2;Male;-;-;
Rua Antônio Foltran;Antônio Foltran;Antônio;Foltran;-2;Male;-;-;
Rua Padre Anchieta;Padre Anchieta;Padre;Anchieta;-2;Male;-;-;
Rua Mário Burigo;Mário Burigo;Mário;Burigo;-2;Male;-;-;
Rua Gastão Câmara;Gastão Câmara;Gastão;Câmara;-2;Male;-;-;
Rua Leonardo Zillmann;Leonardo Zillmann;Leonardo;Zillmann;-2;Male;-;-;
Rua Coronel Roberto Muller;Coronel Roberto Muller;Coronel;Roberto;-2;Male;-;-;
Rua Professor João Manoel Mondrone;Professor João Manoel Mondrone;Professor;João;-2;Male;-;-;
Rua Marcilia Vaz de Carneiro;Marcilia Vaz de Carneiro;Marcilia;Vaz;2;Female;-;-;
Rua Major Virgolino Esmanhotto;Major Virgolino Esmanhotto;Major;Virgolino;-2;Male;-;-;
Rua André Zanetti;André Zanetti;André;Zanetti;-2;Male;-;-;
Rua Doutor Roberto Barrozo;Doutor Roberto Barrozo;Doutor;Roberto;-2;Male;-;-;
Terminal Capão Raso;Terminal Capão Raso;Terminal;Capão;0;Unknown;-;-;
Rua Carlos Hepp;Carlos Hepp;Carlos;Hepp;-2;Male;-;-;
Travessa Maria Grodz;Maria Grodz;Maria;Grodz;2;Female;-;-;
Rua Professora Rosa Saporski;Professora Rosa Saporski;Professora;Rosa;2;Female;-;-;
Rua Deputado João Ferreira Neves;Deputado João Ferreira Neves;Deputado;João;-2;Male;-;-;
Condomínio Alfredo Andersen;Condomínio Alfredo Andersen;Condomínio;Alfredo;-2;Male;-;-;
Trilha de João e Maria;ilha de João e Maria;ilha;de;2;Unknown;-;-;
Residencial Theodoro de Bona;Theodoro de Bona;Theodoro;de;-2;Male;-;-;
Rua Pedro Muraro;Pedro Muraro;Pedro;Muraro;-2;Male;-;-;
Condomínio Floresta Negra;Condomínio Floresta Negra;Condomínio;Floresta;0;Unknown;-;-;
Rua Eurico Júlio Bettega;Eurico Júlio Bettega;Eurico;Júlio;-2;Male;-;-;
Avenida Acesso Jardim Boa Vista;Acesso Jardim Boa Vista;Acesso;Jardim;0;Unknown;-;-;
Rua Carlos Muller;Carlos Muller;Carlos;Muller;-2;Male;-;-;
Rua Roberto Bernert;Roberto Bernert;Roberto;Bernert;-2;Male;-;-;
Rua Flávio de Andrade;Flávio de Andrade;Flávio;de;-2;Male;-;-;
Rua José Scrickte;José Scrickte;José;Scrickte;-2;Male;-;-;
Greenwood Residence;Greenwood Residence;Greenwood;Residence;0;Unknown;-;-;
Condomínio Villa del Molino;Condomínio  del Molino;Condomínio;;-2;Unknown;-;-;
Residencial Filadélfia;Filadélfia;Filadélfia;;2;Unknown;-;-;
Rua Francisco Boscardin;Francisco Boscardin;Francisco;Boscardin;-2;Male;-;-;
Condomínio João Turin;Condomínio João Turin;Condomínio;João;-2;Male;-;-;
Rua Doutor Manoel Macedo Loyola;Doutor Manoel Macedo Loyola;Doutor;Manoel;-2;Male;-;-;
Vitta Bella Residence;Vitta Bella Residence;Vitta;Bella;2;Unknown;-;-;
Rua Professora Maria Brigida N Santos;Professora Maria Brigida N Santos;Professora;Maria;2;Female;-;-;
Condomínio Arthur Nísio;Condomínio Arthur Nísio;Condomínio;Arthur;-2;Male;-;-;
Rua Paulo Graeser Sobrinho;Paulo Graeser Sobrinho;Paulo;Graeser;-2;Male;-;-;
Villaggio Carrara;ggio Carrara;ggio;Carrara;0;Unknown;-;-;
Rua Poeta César Bond;Poeta César Bond;Poeta;César;-2;Male;-;-;
Residencial Lago Verde;Lago Verde;Lago;Verde;0;Unknown;-;-;
Villa de Lucca Condomínio;de Lucca Condomínio;de;Lucca;-2;Male;-;-;
Rua Ângelo Mazzarotto;Ângelo Mazzarotto;Ângelo;Mazzarotto;-2;Male;-;-;
Rua Hermenegildo Luca;Hermenegildo Luca;Hermenegildo;Luca;-2;Male;-;-;
Condomínio Piazza San Março;Condomínio Piazza San Março;Condomínio;Piazza;-2;Unknown;-;-;
Rua Professor Carlos Ordonez Gambus;Professor Carlos Ordonez Gambus;Professor;Carlos;-2;Male;-;-;
Charlecote Village;Charlecote ge;Charlecote;ge;-2;Unknown;-;-;
Portal Romano Condomínio Residencial;Portal Romano Condomínio;Portal;Romano;-2;Unknown;-;-;
Condomínio West Side III;Condomínio West Side III;Condomínio;West;-2;Unknown;-;-;
Rua Ayrton Greiffo;Ayrton Greiffo;Ayrton;Greiffo;-2;Male;-;-;
Condomínio Villa Bemvenutti;Condomínio  Bemvenutti;Condomínio;;0;Unknown;-;-;
Condomínio Castanheira;Condomínio Castanheira;Condomínio;Castanheira;0;Unknown;-;-;
Condomínio Vista da Serra;Condomínio Vista da Serra;Condomínio;Vista;-2;Unknown;-;-;
Condomínio Burgel;Condomínio Burgel;Condomínio;Burgel;0;Unknown;-;-;
Condomínio Ville Sanctuaire;Condomínio Ville Sanctuaire;Condomínio;Ville;-2;Unknown;-;-;
Schonstatt Park Condominium;Schonstatt Park Condominium;Schonstatt;Park;0;Unknown;-;-;
Condomínio Aquarius Hill;Condomínio Aquarius Hill;Condomínio;Aquarius;-2;Unknown;-;-;
Rua Doutor José Cláudio Ribeiro Renno;Doutor José Cláudio Ribeiro Renno;Doutor;José;-2;Male;-;-;
Condominio Burgel 2;Condominio Burgel 2;Condominio;Burgel;0;Unknown;-;-;
Rua Engenheiro Sady Souza;Engenheiro Sady Souza;Engenheiro;Sady;-2;Male;-;-;
Rua Vitória Moreira Damaceno;Vitória Moreira Damaceno;Vitória;Moreira;2;Female;-;-;
Rua Leonor Cardoso;Leonor Cardoso;Leonor;Cardoso;2;Female;-;-;
Rua Cid Gonçalves;Cid Gonçalves;Cid;Gonçalves;-2;Male;-;-;
Rua Engenheiro Júlio Cesar de Souza Araújo;Engenheiro Júlio Cesar de Souza Araújo;Engenheiro;Júlio;-2;Male;-;-;
Conjunto Residencial Vale Verde II;Conjunto  Vale Verde II;Conjunto;;2;Unknown;-;-;
Rua General Walter da Costa Reis;General Walter da Costa Reis;General;Walter;-2;Male;-;-;
Estrada Colônia Riviera;Estrada Colônia Riviera;Estrada;Colônia;0;Unknown;-;-;
Avenida Acesso ao Jardim Boa Vista;Acesso ao Jardim Boa Vista;Acesso;ao;0;Unknown;-;-;
Condomínio Paraíso das Flores;Condomínio Paraíso das Flores;Condomínio;Paraíso;-2;Unknown;-;-;
Solarium Residence;Solarium Residence;Solarium;Residence;0;Unknown;-;-;
Condomínio Paysage Royale;Condomínio Paysage Royale;Condomínio;Paysage;0;Unknown;-;-;
Rua Catarina Bressan Scarpin;Catarina Bressan Scarpin;Catarina;Bressan;2;Female;-;-;
Condomínio Casa Malbec;Condomínio  Malbec;Condomínio;;0;Unknown;-;-;
Rua Silas Rasera;Silas Rasera;Silas;Rasera;-2;Male;-;-;
Rua André Surugi;André Surugi;André;Surugi;-2;Male;-;-;
Nob Hill Condomínio;Nob Hill Condomínio;Nob;Hill;-2;Unknown;-;-;
Condomínio Vila Lobos;Condomínio Vila Lobos;Condomínio;Vila;2;Unknown;-;-;
Rua Doutor Anfrísio Siqueira;Doutor Anfrísio Siqueira;Doutor;Anfrísio;-2;Male;-;-;
Rua Araci Fernandes;Araci Fernandes;Araci;Fernandes;2;Female;-;-;
Condomínio Paysage Provence;Condomínio Paysage Provence;Condomínio;Paysage;0;Unknown;-;-;
Condomínio Paysage Cypress Garden;Condomínio Paysage Cypress Garden;Condomínio;Paysage;-2;Male;-;-;
Rua Marlene Fernandes da Silva;Marlene Fernandes da Silva;Marlene;Fernandes;2;Female;-;-;
Condomínio Palm Ville;Condomínio Palm Ville;Condomínio;Palm;-2;Unknown;-;-;
Rua Deputado Chafic Curi;Deputado Chafic Curi;Deputado;Chafic;-2;Male;-;-;
Rua Otelo Queirolo;Otelo Queirolo;Otelo;Queirolo;-2;Male;-;-;
Rua Luiz Leitner;Luiz Leitner;Luiz;Leitner;-2;Male;-;-;
Rua Pedro Lauffer;Pedro Lauffer;Pedro;Lauffer;-2;Male;-;-;
Rua Cosme Lockwood Gomm;Cosme Lockwood Gomm;Cosme;Lockwood;-2;Male;-;-;
Largo do Terço;Largo do Terço;Largo;do;-2;Unknown;-;-;
Rua Professor Milton de Macedo Munhoz;Professor Milton de Macedo Munhoz;Professor;Milton;-2;Male;-;-;
Rua José Scuissiato;José Scuissiato;José;Scuissiato;-2;Male;-;-;
Rua Padre Natal Pigato;Padre Natal Pigato;Padre;Natal;-2;Male;-;-;
Rua Edmundo Filla;Edmundo Filla;Edmundo;Filla;-2;Male;-;-;
Rua Doutor Edemar Ernsen;Doutor Edemar Ernsen;Doutor;Edemar;-2;Male;-;-;
Rua Sílvio Piotto;Sílvio Piotto;Sílvio;Piotto;-2;Male;-;-;
Rua José Martin;José Martin;José;Martin;-2;Male;-;-;
Rua Rafael Amatuzzi Samways;Rafael Amatuzzi Samways;Rafael;Amatuzzi;-2;Male;-;-;
Rua Abelmídio José de Oliveira;Abelmídio José de Oliveira;Abelmídio;José;-2;Male;-;-;
Rua Alcebíades Ribeiro Padilha;Alcebíades Ribeiro Padilha;Alcebíades;Ribeiro;-2;Male;-;-;
Rua Padre Juliel Joaquim de Andrade;Padre Juliel Joaquim de Andrade;Padre;Juliel;-2;Male;-;-;
Rua Luiz Tramontin;Luiz Tramontin;Luiz;Tramontin;-2;Male;-;-;
Terminal Campo Comprido;Terminal Campo Comprido;Terminal;Campo;0;Unknown;-;-;
Rua Schubert;Schubert;Schubert;;-2;Male;-;-;
Travessa Alberico Figueira;Alberico Figueira;Alberico;Figueira;-2;Male;-;-;
Rua Visconde de Cairu;Visconde de Cairu;Visconde;de;-2;Male;-;-;
Rua Saint Hilaire;Saint Hilaire;Saint;Hilaire;-2;Male;-;-;
Terminal Caiuá;Terminal Caiuá;Terminal;Caiuá;-2;Unknown;-;-;
Rua Maria Lima Silva;Maria Lima Silva;Maria;Lima;2;Female;-;-;
Terminal Campina do Siqueira;Terminal Campina do Siqueira;Terminal;Campina;-2;Unknown;-;-;
Rua Professor Brazílio Ovídio da Costa;Professor Brazílio Ovídio da Costa;Professor;Brazílio;-2;Male;-;-;
Rua Coronel Dulcídio;Coronel Dulcídio;Coronel;Dulcídio;-2;Male;-;-;
Rua Castro Alves;Castro Alves;Castro;Alves;-2;Male;-;-;
Rua João Surian;João Surian;João;Surian;-2;Male;-;-;
Rua Francisco Fruet;Francisco Fruet;Francisco;Fruet;-2;Male;-;-;
Rua Doutor Luíz Losso Filho;Doutor Luíz Losso Filho;Doutor;Luíz;-2;Male;-;-;
Acesso Rua Carlos Klemtz;Acesso  Carlos Klemtz;Acesso;;-2;Unknown;-;-;
Acesso para pedesTrês;Acesso para pedesês;Acesso;para;0;Unknown;-;-;
Rua Antônio Ferreira;Antônio Ferreira;Antônio;Ferreira;-2;Male;-;-;
Via Particular - CEP;Particular - CEP;Particular;-;0;Unknown;-;-;
Rua Cezar Pastre;Cezar Pastre;Cezar;Pastre;-2;Male;-;-;
Rua Anselmo de Lima Filho;Anselmo de Lima Filho;Anselmo;de;-2;Male;-;-;
Rua Adão Rocion;Adão Rocion;Adão;Rocion;-2;Male;-;-;
Rua João Sigismundo Wysocki;João Sigismundo Wysocki;João;Sigismundo;-2;Male;-;-;
Alameda Júlia da Costa;Júlia da Costa;Júlia;da;2;Female;-;-;https://pt.wikipedia.org/wiki/J%C3%BAlia_da_Costa
Rua Vereador Dino Gasparin;Vereador Dino Gasparin;Vereador;Dino;-2;Male;-;-;
Rua Marquês do Paraná;Marquês do Paraná;Marquês;do;-2;Male;-;-;
Rua Leonardo Kubis;Leonardo Kubis;Leonardo;Kubis;-2;Male;-;-;
Rua Anastácio Homman;Anastácio Homman;Anastácio;Homman;-2;Male;-;-;
Avenida Iguaçu;Iguaçu;Iguaçu;;0;Unknown;-;-;
Rua Antônio Reinaldo Zanon;Antônio Reinaldo Zanon;Antônio;Reinaldo;-2;Male;-;-;
Rua Professor Fernando Moreira;Professor Fernando Moreira;Professor;Fernando;-2;Male;-;-;
Travessa Ferreira do Amaral;Ferreira do Amaral;Ferreira;do;-2;Unknown;-;-;
Rua Lahont Figueiredo Aguiar;Lahont Figueiredo Aguiar;Lahont;Figueiredo;-2;Male;-;-;
Rua Vanessa Natel de Camargo;Vanessa Natel de Camargo;Vanessa;Natel;2;Female;-;-;
Travessa Valentim Darú;Valentim Darú;Valentim;Darú;-2;Male;-;-;
Travessa Juventino Mosele;Juventino Mosele;Juventino;Mosele;-2;Male;-;-;
Travessa José Darú;José Darú;José;Darú;-2;Male;-;-;
Travessa Waldemar Carta;Waldemar Carta;Waldemar;Carta;-2;Male;-;-;
Travessa Aristeu Girardello;Aristeu Girardello;Aristeu;Girardello;-2;Male;-;-;
Travessa Idalina de Lima;Idalina de Lima;Idalina;de;2;Female;-;-;
Travessa Emílio Schmidt;Emílio Schmidt;Emílio;Schmidt;-2;Male;-;-;
Travessa Ernesto Krainski;Ernesto Krainski;Ernesto;Krainski;-2;Male;-;-;
Travessa Yoshito Hanai;Yoshito Hanai;Yoshito;Hanai;-2;Male;-;-;
Travessa Pedro Tavares;Pedro Tavares;Pedro;Tavares;-2;Male;-;-;
Travessa João Pedro Piotto;João Pedro Piotto;João;Pedro;-2;Male;-;-;
Travessa Cecília Ribeiro;Cecília Ribeiro;Cecília;Ribeiro;2;Female;-;-;
Travessa Delmar Carvalho;Delmar Carvalho;Delmar;Carvalho;-2;Male;-;-;
Travessa André Haag;André Haag;André;Haag;-2;Male;-;-;
Travessa Padre Pedro Fuss;Padre Pedro Fuss;Padre;Pedro;-2;Male;-;-;
Travessa Mário Semokoviski;Mário Semokoviski;Mário;Semokoviski;-2;Male;-;-;
Travessa Nair Rosa Mendes;Nair Rosa Mendes;Nair;Rosa;2;Female;-;-;
Travessa Daniel de Camargo;Daniel de Camargo;Daniel;de;-2;Male;-;-;
